sentence_id,documento,orden_frase,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
filipinas_000368,filipinas,368,"No sé, mis queridas lectoras, si os habré convencido de que es la gran fuerza de la mujer el saber agradar; pero creo que así, y lo deseo en el alma.",no se mis queridas lectoras si os habre convencido de que es la gran fuerza de la mujer el saber agradar pero creo que asi y lo deseo en el alma,31,2,0,2,0.06451612903225806,positiva,alma; saber,
filipinas_000369,filipinas,369,MARIA DEL PILAR.,maria del pilar,3,0,0,0,0.0,neutra,,
filipinas_000370,filipinas,370,"Cemento para lacrar botellas.—Mézclense tres partes de resina, una de sosa cáustica y cinco de agua con la mitad de su peso de yeso calcinado, y hágase con todo ello una pasta.",cemento para lacrar botellas mezclense tres partes de resina una de sosa caustica y cinco de agua con la mitad de su peso de yeso calcinado y hagase con todo ello una pasta,33,0,1,-1,-0.030303030303030304,negativa,,peso
filipinas_000371,filipinas,371,El verdin se quita del metal muy fácilmente frotándolo con un trapo empapado en amoníaco.,el verdin se quita del metal muy facilmente frotandolo con un trapo empapado en amoniaco,15,0,0,0,0.0,neutra,,
filipinas_000372,filipinas,372,"E RIANARIO ILUSTRADO DE CIENCIAS, LITERATURA, BELLAS ARTES, MEDICINAS CASERAS, HIGIENE Y CONOCIMIENTOS TILES A LA VIDA PRÁCTICA.",e rianario ilustrado de ciencias literatura bellas artes medicinas caseras higiene y conocimientos tiles a la vida practica,18,4,0,4,0.2222222222222222,positiva,bellas; ciencias; ilustrado; vida,
filipinas_000373,filipinas,373,"DEDICADO EXCLUSIVAMENTE A LA MUJER En uler sabia edifica de la nada su casa; mas la mujer Insensata lejos de edificar una casa que no existe, destruye con sus manos la que existe ya.",dedicado exclusivamente a la mujer en uler sabia edifica de la nada su casa mas la mujer insensata lejos de edificar una casa que no existe destruye con sus manos la que existe ya,34,1,0,1,0.029411764705882353,positiva,sabia,
filipinas_000376,filipinas,376,"SALE Á LUZ LOS DÍAS 8, 15, 22 Y FIN DE CADA MES.",sale a luz los dias 8 15 22 y fin de cada mes,13,1,0,1,0.07692307692307693,positiva,luz,
filipinas_000377,filipinas,377,"CA, CONSTANCIA POBLETE—Tel., 934—DIRECCION TELEGRAFICA: FILIPINAS.—Admra, FRANCISCA GESMUNDO Eecios de subscripción: P0.30 al mes en Manila y P1.20 trimestre en provincias.",ca constancia poblete tel 934 direccion telegrafica filipinas admra francisca gesmundo eecios de subscripcion p0 30 al mes en manila y p1 20 trimestre en provincias,26,0,0,0,0.0,neutra,,
filipinas_000378,filipinas,378,Extrangero P500 semestre.,extrangero p500 semestre,3,0,0,0,0.0,neutra,,
filipinas_000380,filipinas,380,Números Sueltos 20 céntimos.,numeros sueltos 20 centimos,4,0,0,0,0.0,neutra,,
filipinas_000383,filipinas,383,"F., Viérnes, 22 de Octubre de 1909.",f viernes 22 de octubre de 1909,7,0,0,0,0.0,neutra,,
filipinas_000385,filipinas,385,"A E NINOS INFELICES LA HEROINA DE ALQUEZAR En uno de nuestros artículos anteriores, hemos nicho, que no hay cosa más dolorosa que ver á los niños desgraciados, á esos niños que han tenido la fatalidad de haber nacido en medio de la ruina y de la miseria; pero ahora hemos comprendido que no son ellos los únicos dignos de compasión.",a e ninos infelices la heroina de alquezar en uno de nuestros articulos anteriores hemos nicho que no hay cosa mas dolorosa que ver a los ninos desgraciados a esos ninos que han tenido la fatalidad de haber nacido en medio de la ruina y de la miseria pero ahora hemos comprendido que no son ellos los unicos dignos de compasion,61,1,4,-3,-0.04918032786885246,negativa,dignos,dolorosa; fatalidad; miseria; ruina
filipinas_000386,filipinas,386,"Hay otros, considerados como felices por la generalidad de las gentes, y que á nosotras nos inspiran tanta lástima, por lo menos, como aquéllos.",hay otros considerados como felices por la generalidad de las gentes y que a nosotras nos inspiran tanta lastima por lo menos como aquellos,24,1,0,1,0.041666666666666664,positiva,felices,
filipinas_000387,filipinas,387,"Los niños á que nos relerimos, son hijos de padres ricos ó que, al menos poseen los medios de vivir de una manera holgada, y en cuyo hogar no existen circunstancias anormales que hagan perturbar seriamente la paz doméstica.",los ninos a que nos relerimos son hijos de padres ricos o que al menos poseen los medios de vivir de una manera holgada y en cuyo hogar no existen circunstancias anormales que hagan perturbar seriamente la paz domestica,39,1,0,1,0.02564102564102564,positiva,paz,
filipinas_000388,filipinas,388,"Estos niños no padecen hambres ni desnudeces; no sufren maltratos de obra ni de palabra, sino que, por el contrario, suelen ser mimados hasta el extremo por sus padres y allegados.",estos ninos no padecen hambres ni desnudeces no sufren maltratos de obra ni de palabra sino que por el contrario suelen ser mimados hasta el extremo por sus padres y allegados,31,0,0,0,0.0,neutra,,
filipinas_000389,filipinas,389,"Tampoco se ofrece á su vista el espectáculo lamentable de la degradación de los séres á quienes deben amor y respeto; ni aún quizás al de esas disputas convugales que, aunque no es de gran importancia, producen siempre malísimo efecto en las impresionables imaginaciones de los niños, cuando las presencian de contínuo.",tampoco se ofrece a su vista el espectaculo lamentable de la degradacion de los seres a quienes deben amor y respeto ni aun quizas al de esas disputas convugales que aunque no es de gran importancia producen siempre malisimo efecto en las impresionables imaginaciones de los ninos cuando las presencian de continuo,52,1,1,0,0.0,neutra,amor,lamentable
filipinas_000390,filipinas,390,"Sin embargo, lo repetimos; á muchas de estas criaturas debemos, considerarlas como infelices, si no en el presente, por lo menos en el fnturo; es decir, que si no son desgraciados mientras son niños, lo serán indefectiblemente cuando sean hombres.",sin embargo lo repetimos a muchas de estas criaturas debemos considerarlas como infelices si no en el presente por lo menos en el fnturo es decir que si no son desgraciados mientras son ninos lo seran indefectiblemente cuando sean hombres,40,0,0,0,0.0,neutra,,
filipinas_000391,filipinas,391,"Tal vez sea por el espiritu un tanto ligero y frivolo de nuestra raza, ó sea sólo por defecto de educación; ello es que pocos son los padres y pocas, muy pocas, las madres que se preocupan sériamente de formar el corazon de sus hijos, de dirigir bien sus incipientes inclinaContinua en la página 212 Un juego de dominos recibirá el que presente (LEYENDA ARAGONESA Es una de las levendas regionales más poéticas y hermosas de España, y seguramente, la menos conocida.",tal vez sea por el espiritu un tanto ligero y frivolo de nuestra raza o sea solo por defecto de educacion ello es que pocos son los padres y pocas muy pocas las madres que se preocupan seriamente de formar el corazon de sus hijos de dirigir bien sus incipientes inclinacontinua en la pagina 212 un juego de dominos recibira el que presente leyenda aragonesa es una de las levendas regionales mas poeticas y hermosas de espana y seguramente la menos conocida,82,3,1,2,0.024390243902439025,positiva,bien; educacion; hermosas,defecto
filipinas_000392,filipinas,392,"Iguala,—creo yo.—en grandeza á la de los célebres amantes de Teruel y supera á los sublimes rasgos de Agustina de Aragón y la condesa de Bureta, en la Edadmoderna, y en la antigua á la valentía y laentereza de la bíblica Judith, porque estas admiradas mujeres pelearon inflamadas sólo por sufé, por su amor pátrio, mientras que la heroína de Alquézar se vió en el triste y descorazonador dilema de elegir entre su exaltada pasión amorosa y su ferviente patriotismo, entre la alegría de su alma y la libertad y el triunfode los suyos....",iguala creo yo en grandeza a la de los celebres amantes de teruel y supera a los sublimes rasgos de agustina de aragon y la condesa de bureta en la edadmoderna y en la antigua a la valentia y laentereza de la biblica judith porque estas admiradas mujeres pelearon inflamadas solo por sufe por su amor patrio mientras que la heroina de alquezar se vio en el triste y descorazonador dilema de elegir entre su exaltada pasion amorosa y su ferviente patriotismo entre la alegria de su alma y la libertad y el triunfode los suyos,96,6,1,5,0.052083333333333336,positiva,alegria; alma; amantes; amor; libertad; valentia,triste
filipinas_000393,filipinas,393,Es cierto lo que cuenta la llevenda? Es invención de la fantasía popular? No lo séni creo que sea fícil comprobarlo.,es cierto lo que cuenta la llevenda es invencion de la fantasia popular no lo seni creo que sea ficil comprobarlo,21,0,0,0,0.0,neutra,,
filipinas_000394,filipinas,394,"Lo único que puedo asegurar, es que en el pueblo á quese refiere la tradicional ocurrencia, las gentes señalan todavía la casa en que nació la heroína, el nombre y apellido que llevó, la hacienda con que vió recompensada su admirable y dramática acción, y el palacio que fué manchado de sangre y testigo de las amarguras de un alma enamorada que sacrificó su felicidad en aras de su deber....",lo unico que puedo asegurar es que en el pueblo a quese refiere la tradicional ocurrencia las gentes senalan todavia la casa en que nacio la heroina el nombre y apellido que llevo la hacienda con que vio recompensada su admirable y dramatica accion y el palacio que fue manchado de sangre y testigo de las amarguras de un alma enamorada que sacrifico su felicidad en aras de su deber,70,3,0,3,0.04285714285714286,positiva,admirable; alma; felicidad,
filipinas_000395,filipinas,395,"La primera vez que la oi, en el Alto Aragón, contada por una vieja, que no reparaba en chistosos anacronismos ni en ridículos errores históricos, sentí, á pesar de éstos, una emoción honda, intensísima, perdurable....",la primera vez que la oi en el alto aragon contada por una vieja que no reparaba en chistosos anacronismos ni en ridiculos errores historicos senti a pesar de estos una emocion honda intensisima perdurable,35,0,0,0,0.0,neutra,,
filipinas_000396,filipinas,396,Procuraré trasladarla como mejor pueda.,procurare trasladarla como mejor pueda,5,1,0,1,0.2,positiva,mejor,
filipinas_000397,filipinas,397,"En la provincia de Huesca, perteneciente al partido judicial de Barbastro, existe una villa antiquísima de origen y nombre árabes indisTermina en la página 212 Nestle, alimento sin competencia para los niños.",en la provincia de huesca perteneciente al partido judicial de barbastro existe una villa antiquisima de origen y nombre arabes indistermina en la pagina 212 nestle alimento sin competencia para los ninos,32,0,0,0,0.0,neutra,,
filipinas_000398,filipinas,398,"Hallareis, madres cuidadosas, en la Harina tres emvoltorios de la Harina Lactenda Lnotenda Nestle la salud, alegría y hermopurn de los preciosos frutos de vuestro amor. 212 ""FILIPINAS"" ABANICOS PORTA ABANICOS Sombreros Costureros Hilos y Algodones ...BAZAR...",hallareis madres cuidadosas en la harina tres emvoltorios de la harina lactenda lnotenda nestle la salud alegria y hermopurn de los preciosos frutos de vuestro amor 212 filipinas abanicos porta abanicos sombreros costureros hilos y algodones bazar,37,3,0,3,0.08108108108108109,positiva,alegria; amor; salud,
filipinas_000399,filipinas,399,A LA PUERTA DEL SOL 49 Escolta 49 GRAN SURTIDO EN Peinetas con y sin pedras Crepes- Postizos y Rizos Niños infelices Continuacón de la página 211 ciones.,a la puerta del sol 49 escolta 49 gran surtido en peinetas con y sin pedras crepes postizos y rizos ninos infelices continuacon de la pagina 211 ciones,28,0,0,0,0.0,neutra,,
filipinas_000400,filipinas,400,"Creen ellos que labran su felicidad proporcionándoles todos los pueriles goces que ansía esa edad inconsciente, sin pensar en que la ventura real y positiva de la existencia tiene por único fundamento la rectitud de los sentimientos y la ansteridad de las costumbres que son consecuencia natural de esos sentimientos.",creen ellos que labran su felicidad proporcionandoles todos los pueriles goces que ansia esa edad inconsciente sin pensar en que la ventura real y positiva de la existencia tiene por unico fundamento la rectitud de los sentimientos y la ansteridad de las costumbres que son consecuencia natural de esos sentimientos,50,2,0,2,0.04,positiva,felicidad; ventura,
filipinas_000401,filipinas,401,"Hondamente procupados vemos de contínuo á los padres por subvenir á las necesidades físicas de sus tiernos vástagos, ya sean aquellas naturales ó ya sean creadas por los refinamientos sensuales de nuestras modernas sociedades; profundamente cavilosos suele traerlos también el trascendental problema del desarrollo y buena dirección que ha de imprimirse á sus facultades intelectuales, pero muy poco se cuidan salvo honrorísimas excepciones, del cultivo de sus prendas morales, de la corrección de las malas tendencias que algunos niños manifiestan desde su más temprana edad.",hondamente procupados vemos de continuo a los padres por subvenir a las necesidades fisicas de sus tiernos vastagos ya sean aquellas naturales o ya sean creadas por los refinamientos sensuales de nuestras modernas sociedades profundamente cavilosos suele traerlos tambien el trascendental problema del desarrollo y buena direccion que ha de imprimirse a sus facultades intelectuales pero muy poco se cuidan salvo honrorisimas excepciones del cultivo de sus prendas morales de la correccion de las malas tendencias que algunos ninos manifiestan desde su mas temprana edad,85,1,1,0,0.0,neutra,desarrollo,problema
filipinas_000402,filipinas,402,"¿Por qué este absurdo proceder? No alcanzamos á explicárnoslo; pero el hecho existe, como hemos dicho en el otro artículo, hablando de los otros niños desgraciados.",por que este absurdo proceder no alcanzamos a explicarnoslo pero el hecho existe como hemos dicho en el otro articulo hablando de los otros ninos desgraciados,26,0,0,0,0.0,neutra,,
filipinas_000403,filipinas,403,"Ahora, convendreis con nosotras en que si hay algo más triste, más desgarrador que un niño desgraciado, es un niño malo.",ahora convendreis con nosotras en que si hay algo mas triste mas desgarrador que un nino desgraciado es un nino malo,21,0,3,-3,-0.14285714285714285,negativa,,desgraciado; malo; triste
filipinas_000404,filipinas,404,"¿No es cierto, madres que leéis lo que escribimos, que todas vosotras preferíais tener un hijo víctima á un hijo verdugo?—¿Pero no puede ser que haya niños malos! dirán muchas de vosotras.—No puede germinar la semilla del mal en esos corazoncitos que conservan aún la marca de los divinos dedos que lo formaron!—Y sin embargo, el gérmen del mal existe latente aún en lo que pareco más puro en esta impura Humanidad! A los padres corresponde aniquilar ese maldito gérmen tan pronto como lo vean aparecer, por más escondido que se halle entre otros brotes de nobles y generosas cualidades.",no es cierto madres que leeis lo que escribimos que todas vosotras preferiais tener un hijo victima a un hijo verdugo pero no puede ser que haya ninos malos diran muchas de vosotras no puede germinar la semilla del mal en esos corazoncitos que conservan aun la marca de los divinos dedos que lo formaron y sin embargo el germen del mal existe latente aun en lo que pareco mas puro en esta impura humanidad a los padres corresponde aniquilar ese maldito germen tan pronto como lo vean aparecer por mas escondido que se halle entre otros brotes de nobles y generosas cualidades,103,2,2,0,0.0,neutra,nobles; puro,mal
filipinas_000405,filipinas,405,"Para esto es preciso comprender bien que la energía y la justa severidad no están en modo alguno reñidos con el verdadero amor á los hijos, sino que más bien suelen estarlo la debilidad y la excesiva condescendencia.",para esto es preciso comprender bien que la energia y la justa severidad no estan en modo alguno renidos con el verdadero amor a los hijos sino que mas bien suelen estarlo la debilidad y la excesiva condescendencia,38,4,0,4,0.10526315789473684,positiva,amor; bien; justa,
filipinas_000406,filipinas,406,"Es tan imperfecta nuestra humana naturaleza, que aún ciertas virtudes no son más que vicios disfrazados de tales, y, hasta en el amor materno, sucede que entra á veces por mucho el amor propio.",es tan imperfecta nuestra humana naturaleza que aun ciertas virtudes no son mas que vicios disfrazados de tales y hasta en el amor materno sucede que entra a veces por mucho el amor propio,34,3,1,2,0.058823529411764705,positiva,amor; virtudes,vicios
filipinas_000407,filipinas,407,"No es esto vituperable cuando se trata de un amor propio noble y elevado; tomando lo que en justicia nos corresponde, cuando se elogia merecidamente en nuestra presencia y los hijos de nuestras entrañas; pero sí lo es, y mucho, cuando ese amor propio mal entendido Termina en la página 214 La heroina de Alquezar Continuacón de la página 211 entibles: Alquézar.",no es esto vituperable cuando se trata de un amor propio noble y elevado tomando lo que en justicia nos corresponde cuando se elogia merecidamente en nuestra presencia y los hijos de nuestras entranas pero si lo es y mucho cuando ese amor propio mal entendido termina en la pagina 214 la heroina de alquezar continuacon de la pagina 211 entibles alquezar,62,4,1,3,0.04838709677419355,positiva,amor; justicia; noble,mal
filipinas_000408,filipinas,408,Está enclavada sobre una alta montaña.,esta enclavada sobre una alta montana,6,0,0,0,0.0,neutra,,
filipinas_000409,filipinas,409,"Su iglesia, --que tal vez dió nombre al pueblo, —era hace siglos, quizás cuando la anarquía árabe hizo surgir los reinos de taifas, suntuoso alcázar de un principe musulmán, pariente tal vez de Almostaín, que dominaba á Zaragoza.",su iglesia que tal vez dio nombre al pueblo era hace siglos quizas cuando la anarquia arabe hizo surgir los reinos de taifas suntuoso alcazar de un principe musulman pariente tal vez de almostain que dominaba a zaragoza,38,0,0,0,0.0,neutra,,
filipinas_000410,filipinas,410,"Esta iglesia, de primitivo estilo medioeval, se eleva majestuosa en la más alta meseta de la montaña y al borde de un profundo, peñascoso y casi perpendicular precipicio, en cuyo pe regoso fondo, casi siempre sombreado y frío por la ausencia de los rayos solares, las nguas cristalinas de un riachuelo discurren riscantes y retozonas.",esta iglesia de primitivo estilo medioeval se eleva majestuosa en la mas alta meseta de la montana y al borde de un profundo penascoso y casi perpendicular precipicio en cuyo pe regoso fondo casi siempre sombreado y frio por la ausencia de los rayos solares las nguas cristalinas de un riachuelo discurren riscantes y retozonas,55,0,0,0,0.0,neutra,,
filipinas_000411,filipinas,411,"El principe de Alquézar, cuyo nombre no ha conservado la tradición, era, según pública fama, un hombre cruel y sanguinario, despótico y libertino...",el principe de alquezar cuyo nombre no ha conservado la tradicion era segun publica fama un hombre cruel y sanguinario despotico y libertino,23,0,1,-1,-0.043478260869565216,negativa,,cruel
filipinas_000412,filipinas,412,"Los cristianos de la comarca, que le aborrecían mortalmente, habían maquinado muchos planes para librarse de su tiránico yugo, pero con el fracaso de todos los realizados, sólo consignieron enfurecer á su enemigo, atraerse horrorosos escarmientos, padecer nuevos é insoportables tributos y hacer más triste y desesperada su suerte.",los cristianos de la comarca que le aborrecian mortalmente habian maquinado muchos planes para librarse de su tiranico yugo pero con el fracaso de todos los realizados solo consignieron enfurecer a su enemigo atraerse horrorosos escarmientos padecer nuevos e insoportables tributos y hacer mas triste y desesperada su suerte,49,0,4,-4,-0.08163265306122448,negativa,,enemigo; padecer; triste; yugo
filipinas_000413,filipinas,413,La situación era insostenible.,la situacion era insostenible,4,0,0,0,0.0,neutra,,
filipinas_000414,filipinas,414,"Para agotar la poquísima paciencia que podia quedar á los cristianos, cuya desesperación pretendía, exacerbar con objeto de que, rebelándose, contra él, le diesen motivo para exterminarlos, el principe envió á varios de sus más leales guerreros con órden de traerle las doncellas más hermosas de los pueblos vecinos.",para agotar la poquisima paciencia que podia quedar a los cristianos cuya desesperacion pretendia exacerbar con objeto de que rebelandose contra el le diesen motivo para exterminarlos el principe envio a varios de sus mas leales guerreros con orden de traerle las doncellas mas hermosas de los pueblos vecinos,49,1,0,1,0.02040816326530612,positiva,hermosas,
filipinas_000415,filipinas,415,"La noticia sembró la ira en los hombres, el desconsnelo en las madres y el terror pánico entre las mozas...",la noticia sembro la ira en los hombres el desconsnelo en las madres y el terror panico entre las mozas,20,0,0,0,0.0,neutra,,
filipinas_000416,filipinas,416,Aquello era ya insufrible.,aquello era ya insufrible,4,0,0,0,0.0,neutra,,
filipinas_000417,filipinas,417,"Se veía claro el propósito exerminador del enemigo de su fe. (Se Continuará) CARMEN FARIÑAS DENTISTA MUY AFAMADA Escolta N.o 75, (altos) Gastronomos, ¿quereis comer cosas riquísimas? Probad los renombrados bizcochos de LA FORTUNA que expende LA ESPERANZA. ""FILIPINAS"" 213 SECCION LITERARIA DESDE LEJOS.",se veia claro el proposito exerminador del enemigo de su fe se continuara carmen farinas dentista muy afamada escolta n o 75 altos gastronomos quereis comer cosas riquisimas probad los renombrados bizcochos de la fortuna que expende la esperanza filipinas 213 seccion literaria desde lejos,45,1,1,0,0.0,neutra,esperanza,enemigo
filipinas_000418,filipinas,418,A MI AMIGA ANGELA Espiraban las últimas horas de la víspera de San Damián.,a mi amiga angela espiraban las ultimas horas de la vispera de san damian,14,0,0,0,0.0,neutra,,
filipinas_000419,filipinas,419,"No podían conciliar el sueño; laluna me inquietaba con su pálida luz, que, atravesando sus rayos los vidrios multicolores, llegaban al borde de mi cama invitándome á contemplar la hermosura de la noche.",no podian conciliar el sueno laluna me inquietaba con su palida luz que atravesando sus rayos los vidrios multicolores llegaban al borde de mi cama invitandome a contemplar la hermosura de la noche,33,1,0,1,0.030303030303030304,positiva,luz,
filipinas_000420,filipinas,420,¡Qué silencio tan profundo!...,que silencio tan profundo,4,0,0,0,0.0,neutra,,
filipinas_000421,filipinas,421,"No obstante, quedaba éste de vez en cuando interrumpido por un lejano rumor, que, llevado por la ténue brisa, iba á morirse bajo mis pies.",no obstante quedaba este de vez en cuando interrumpido por un lejano rumor que llevado por la tenue brisa iba a morirse bajo mis pies,25,0,0,0,0.0,neutra,,
filipinas_000422,filipinas,422,"El rumor se repetía cada vez con mayor intensidad; y percibía confuso clamorio mezclado con sonidos musicales, cuando una voz de timbre finísimo, emitida con explosion de verdadero entusiasmo hirió mis oidos con esta única palabra: ""FELICIDADES"".",el rumor se repetia cada vez con mayor intensidad y percibia confuso clamorio mezclado con sonidos musicales cuando una voz de timbre finisimo emitida con explosion de verdadero entusiasmo hirio mis oidos con esta unica palabra felicidades,37,1,0,1,0.02702702702702703,positiva,entusiasmo,
filipinas_000423,filipinas,423,"Creía que el hecho era real, y buscaba por los lugares que me rodeaban el origen de aquella algazara, cuando, como por una especie de visión, se dibujó ante mis ojos un salón cuajado de luces, en que bullían alegres mis compañeras en la esplendidez de sus joyas y la elegancia de sus trajes.",creia que el hecho era real y buscaba por los lugares que me rodeaban el origen de aquella algazara cuando como por una especie de vision se dibujo ante mis ojos un salon cuajado de luces en que bullian alegres mis companeras en la esplendidez de sus joyas y la elegancia de sus trajes,54,1,0,1,0.018518518518518517,positiva,luces,
filipinas_000424,filipinas,424,"Se abrazaban con efusión, y de sus labios de corales se escapaban frases y deseos á la festejada de aquella noche.",se abrazaban con efusion y de sus labios de corales se escapaban frases y deseos a la festejada de aquella noche,21,0,0,0,0.0,neutra,,
filipinas_000425,filipinas,425,"En un lado del salon había un piano cuyas notas dormidas fueron arrancadas por los ágiles dedos de una hurí.—Es ella,—decían.—á quien Bathala hiciera surgir de aquellas laderas del Banajaw para arrobarnos con su música á la región de los Puccini, Verdi, Donizetti y Mozart: es ella quien, en las tristezas de la noche rompe el silencio con notas que desgarran las fibras del corazon, comunicándonos sus sentimientos por ese arte divino, que llamamos música; es ella, quien con su verbo, hizo que infinidad de dalagas del barrio de Mate (Tayabas) se cobijara bajo la bandera del Club Escolar Tayabense guiadas por al mismo sentimiento, que tuviera en otro tiempo la doncella de Orleans........",en un lado del salon habia un piano cuyas notas dormidas fueron arrancadas por los agiles dedos de una huri es ella decian a quien bathala hiciera surgir de aquellas laderas del banajaw para arrobarnos con su musica a la region de los puccini verdi donizetti y mozart es ella quien en las tristezas de la noche rompe el silencio con notas que desgarran las fibras del corazon comunicandonos sus sentimientos por ese arte divino que llamamos musica es ella quien con su verbo hizo que infinidad de dalagas del barrio de mate tayabas se cobijara bajo la bandera del club escolar tayabense guiadas por al mismo sentimiento que tuviera en otro tiempo la doncella de orleans,117,0,0,0,0.0,neutra,,
filipinas_000426,filipinas,426,"Enmudecieron las notas del piano, á las que sucedieron las acordas de la banda de Lucoan, á cuyo son iban desplegándose los festejantes delante de aquella hurí, á quien por su natalicio, saludaban con efluvios de alegría, manifestados en continua risa, que pendían de los labios con singular gracia Los músicos vestidos de gala seguían diluyendo las notas, y, los concurrentes, mientras que unos abandonaban el salón repleto de beldades Nueve cucharas de agua hervida mezclada con dos cucharitas de Harina Lacteada Nestle es suficiente para una comida de un inño de tres á cuatro meses de edad.",enmudecieron las notas del piano a las que sucedieron las acordas de la banda de lucoan a cuyo son iban desplegandose los festejantes delante de aquella huri a quien por su natalicio saludaban con efluvios de alegria manifestados en continua risa que pendian de los labios con singular gracia los musicos vestidos de gala seguian diluyendo las notas y los concurrentes mientras que unos abandonaban el salon repleto de beldades nueve cucharas de agua hervida mezclada con dos cucharitas de harina lacteada nestle es suficiente para una comida de un inno de tres a cuatro meses de edad,98,1,0,1,0.01020408163265306,positiva,alegria,
filipinas_000427,filipinas,427,"CONOCIMIENTOS ÚTILES AFTAS. --Asi se llaman unas pequeñas ulceraciones, muy dolorosas, que se presentan en la parte interna de las mejillas, en la lengua y en las amígdalas.",conocimientos utiles aftas asi se llaman unas pequenas ulceraciones muy dolorosas que se presentan en la parte interna de las mejillas en la lengua y en las amigdalas,28,1,0,1,0.03571428571428571,positiva,utiles,
filipinas_000428,filipinas,428,"Los argarismos de agua salada logran ordinariamente, buenos resultados.",los argarismos de agua salada logran ordinariamente buenos resultados,9,0,0,0,0.0,neutra,,
filipinas_000429,filipinas,429,"También se pueden emplear lechugas cocidas en leche A los niños, hacerles aplicaciónes de vinagre ó de zumo de limón.",tambien se pueden emplear lechugas cocidas en leche a los ninos hacerles aplicaciones de vinagre o de zumo de limon,20,0,0,0,0.0,neutra,,
filipinas_000430,filipinas,430,"Si fueren muy rebeldes las aftas, recurrir al éter.",si fueren muy rebeldes las aftas recurrir al eter,9,0,0,0,0.0,neutra,,
filipinas_000431,filipinas,431,"Las aftas, á menudo, resultan de la mala calidad de la leche de las nodrizas.",las aftas a menudo resultan de la mala calidad de la leche de las nodrizas,15,0,1,-1,-0.06666666666666667,negativa,,mala
filipinas_000432,filipinas,432,"A los recien nacidos darles á beber un cocimiento de cebada, DULCE DE CASCARAS DE NARANZA.—El procedimiento mejor para poner en dulce las cáscaras de la naranja, es el siguiente: Se ponen en agua durante 24 horas las cáscaras de 6 naranjas, se sacan de ella, se las hace hervir débilmente, y se vuelven á poner en agua fría, después de lo cual se escurren.",a los recien nacidos darles a beber un cocimiento de cebada dulce de cascaras de naranza el procedimiento mejor para poner en dulce las cascaras de la naranja es el siguiente se ponen en agua durante 24 horas las cascaras de 6 naranjas se sacan de ella se las hace hervir debilmente y se vuelven a poner en agua fria despues de lo cual se escurren,66,3,0,3,0.045454545454545456,positiva,dulce; mejor,
filipinas_000433,filipinas,433,"Entonces se pone al fuego de 250 á 375 gramos de azúcar en muy poca agua, se quita la espuma, se echan allí las cáscaras se las tiene de 3 á 5 minutos, al cabo de las cuales pueden ya echarse en los frascos.",entonces se pone al fuego de 250 a 375 gramos de azucar en muy poca agua se quita la espuma se echan alli las cascaras se las tiene de 3 a 5 minutos al cabo de las cuales pueden ya echarse en los frascos,44,0,0,0,0.0,neutra,,
filipinas_000434,filipinas,434,"TOMILLO.—Amargo astringente, tónico y estimulante difusible, emplendo en la atonía del tubo digestivo, los flatos, los catarros crónicos la leucorrea y la amenorrea.",tomillo amargo astringente tonico y estimulante difusible emplendo en la atonia del tubo digestivo los flatos los catarros cronicos la leucorrea y la amenorrea,24,0,0,0,0.0,neutra,,
filipinas_000435,filipinas,435,"Los baños de tomillo se aconsejan en el tratamiento del linfatismo, en los reumatismos crónicos y en la gota tónica.",los banos de tomillo se aconsejan en el tratamiento del linfatismo en los reumatismos cronicos y en la gota tonica,20,0,0,0,0.0,neutra,,
filipinas_000436,filipinas,436,"Infusión: De 10 á 15 gramos de tomillo en 1000 gramos de agun hirviente. humanas, otros se deslizaban ágiles por el resbaladizo suelo al compás de un vals ó two steps.",infusion de 10 a 15 gramos de tomillo en 1000 gramos de agun hirviente humanas otros se deslizaban agiles por el resbaladizo suelo al compas de un vals o two steps,31,0,0,0,0.0,neutra,,
filipinas_000437,filipinas,437,"Sonó de la alta terre de la iglesia de San Agustin la hora de las dos, y aquel sonido del bronce sacóme de la extasis, cayéndome en cuenta. que todo aquello no era más que puras divagaciones de la mente hácia el suelo, dó se deslizáran mis horas de verdadero goce infantil y en el cual, sin duda alguna, celebra mí buena amiga sus cumpleaños, rodeada de sus compañeras las del Comité de Señoritas del Club Escolar Tayabense Ella, embriagada de placer y dicha, tal vez ignore que una alma amiga, desde estas lejanas tierras, ambiciona, para volar á su lado las alas de un ave, y ansía destruir la despótica. cadena del deber escolar que la priva cruelmente de la dicha de pasar á su lado en un acontecimiento que rememora el día de su natalicio.",sono de la alta terre de la iglesia de san agustin la hora de las dos y aquel sonido del bronce sacome de la extasis cayendome en cuenta que todo aquello no era mas que puras divagaciones de la mente hacia el suelo do se deslizaran mis horas de verdadero goce infantil y en el cual sin duda alguna celebra mi buena amiga sus cumpleanos rodeada de sus companeras las del comite de senoritas del club escolar tayabense ella embriagada de placer y dicha tal vez ignore que una alma amiga desde estas lejanas tierras ambiciona para volar a su lado las alas de un ave y ansia destruir la despotica cadena del deber escolar que la priva cruelmente de la dicha de pasar a su lado en un acontecimiento que rememora el dia de su natalicio,137,4,1,3,0.021897810218978103,positiva,alma; dicha; puras,cadena
