sentence_id,documento,orden_frase,frase_original,frase_normalizada,n_palabras
heraldo_000945,heraldo,945,"Mientras que recogidos en esos asilos, que la mujer puertorriqueña debía de multiplicar hasta lo infinito, serán seres útiles para la sociedad y honra y prez de la patria.",mientras que recogidos en esos asilos que la mujer puertorriquena debia de multiplicar hasta lo infinito seran seres utiles para la sociedad y honra y prez de la patria,29
heraldo_000946,heraldo,946,"El noble astur, al dejar su periódico favorito, aquel que siempre ha encarilado la opinión porprudentes derroteros, da una prueba más de su magnánimo corazón abogando por una causa tan digna y hermosa.",el noble astur al dejar su periodico favorito aquel que siempre ha encarilado la opinion porprudentes derroteros da una prueba mas de su magnanimo corazon abogando por una causa tan digna y hermosa,33
heraldo_000947,heraldo,947,"Que sus palabras no caigan en tierra estéril, y que siempre se conserven en el corazón de los puertorriqueños, las enseñanzas del Maestro, al que deseamos salud y tranquilidad, para que nos siga prestando alientos en las luchas de la vida.",que sus palabras no caigan en tierra esteril y que siempre se conserven en el corazon de los puertorriquenos las ensenanzas del maestro al que deseamos salud y tranquilidad para que nos siga prestando alientos en las luchas de la vida,41
heraldo_000948,heraldo,948,"Controversia Todas las personas sensatas de Puerto Rico, ven con pena que se susciten en nuestra sociedad controversias tanto religiosas como políticas.",controversia todas las personas sensatas de puerto rico ven con pena que se susciten en nuestra sociedad controversias tanto religiosas como politicas,22
heraldo_000949,heraldo,949,Esas razones no tienen razón de ser entre nosotros.,esas razones no tienen razon de ser entre nosotros,9
heraldo_000950,heraldo,950,"En este pequeño mundo nuestro, debe existir la fraternidad más sincera, y la tolerancia más absoluta.",en este pequeno mundo nuestro debe existir la fraternidad mas sincera y la tolerancia mas absoluta,16
heraldo_000951,heraldo,951,"Cada cual piense como le parezca, pero coadyuve, según sus medios a la tranquilidad y felicidad de este pedazo de tierra idolatrado.",cada cual piense como le parezca pero coadyuve segun sus medios a la tranquilidad y felicidad de este pedazo de tierra idolatrado,22
heraldo_000952,heraldo,952,"HERALDO DE LA MUJER, permanecerá siempre alejado de toda lucha que tienda a dividir la familia puertorriqueña.",heraldo de la mujer permanecera siempre alejado de toda lucha que tienda a dividir la familia puertorriquena,17
heraldo_000953,heraldo,953,"Su editora respeta, de un modo absoluto, el pensar y el sentir, tanto en religión como en política de todo el mundo.",su editora respeta de un modo absoluto el pensar y el sentir tanto en religion como en politica de todo el mundo,22
heraldo_000954,heraldo,954,"En estas cuestiones siempre será imparcial, independiente y neutral.",en estas cuestiones siempre sera imparcial independiente y neutral,9
heraldo_000956,heraldo,956,MUNDIAL Selecciones por Ateme BOLSHEVIKISMO Los habitantes de Moscou se mueren de hambre y plagas.,mundial selecciones por ateme bolshevikismo los habitantes de moscou se mueren de hambre y plagas,15
heraldo_000957,heraldo,957,"De 3,000,000 se ha reducido su número a 1,000,000.",de 3 000 000 se ha reducido su numero a 1 000 000,13
heraldo_000958,heraldo,958,Los trenes no circulan.,los trenes no circulan,4
heraldo_000959,heraldo,959,"Cuando un caballo se muere en la calle, los hombres y mujeres disputan sus despojos a los perros y allí mismo devoran sus restos, sin siquiera llevarlos a sus casas para cocerlos.",cuando un caballo se muere en la calle los hombres y mujeres disputan sus despojos a los perros y alli mismo devoran sus restos sin siquiera llevarlos a sus casas para cocerlos,32
heraldo_000960,heraldo,960,El miedo y el hambre han engendrado una epidemia de insanidad.,el miedo y el hambre han engendrado una epidemia de insanidad,11
heraldo_000961,heraldo,961,Maniáticos de todas clases circulan por las calles.,maniaticos de todas clases circulan por las calles,8
heraldo_000962,heraldo,962,"En las Hospitales de Maternidad, mueren el 90 por ciento de las madres, después del alumbramiento.",en las hospitales de maternidad mueren el 90 por ciento de las madres despues del alumbramiento,16
heraldo_000963,heraldo,963,La mortandad infantil es horrorosa.,la mortandad infantil es horrorosa,5
heraldo_000964,heraldo,964,"Se asegura que se ha vendido como alimento, la carne de cadaveres humanos.",se asegura que se ha vendido como alimento la carne de cadaveres humanos,13
heraldo_000965,heraldo,965,"Para el tifus, que es la plaga que hace estragos, no hay medicinas, ni desinfectantes, ni siquiera jabón.",para el tifus que es la plaga que hace estragos no hay medicinas ni desinfectantes ni siquiera jabon,18
heraldo_000966,heraldo,966,"En la estación central del ferrocarril, al hacer la limpieza se encontraron cinco cadaveres que hacia varios días habían muerto del tifus.",en la estacion central del ferrocarril al hacer la limpieza se encontraron cinco cadaveres que hacia varios dias habian muerto del tifus,22
heraldo_000967,heraldo,967,"Solamente en enero murieron en Petrogrado 100,000 personas de hambre y enfermedades.",solamente en enero murieron en petrogrado 100 000 personas de hambre y enfermedades,13
heraldo_000968,heraldo,968,"Las tiendas están cerradas todas, excepto las que pertenecen a los Soviet.",las tiendas estan cerradas todas excepto las que pertenecen a los soviet,12
heraldo_000969,heraldo,969,"Solo los afiliados al bolshevikismo, si llevan tarjeta que lo acredite, consiguen algo.",solo los afiliados al bolshevikismo si llevan tarjeta que lo acredite consiguen algo,13
heraldo_000970,heraldo,970,De este modo las clases educadas van pereciendo.,de este modo las clases educadas van pereciendo,8
heraldo_000971,heraldo,971,Una libra de pan cuesta 100 rublos sol (850).,una libra de pan cuesta 100 rublos sol 850,9
heraldo_000972,heraldo,972,Muchas iglesias se han covertido en teatros o salones de baile.,muchas iglesias se han covertido en teatros o salones de baile,11
heraldo_000973,heraldo,973,Las mujeres de las clases más elevadas esAyuntamiento de Madrid HERALDO DE LA MUJER. tán en manos de los monstruos humanos que llaman bolshevikis.,las mujeres de las clases mas elevadas esayuntamiento de madrid heraldo de la mujer tan en manos de los monstruos humanos que llaman bolshevikis,24
heraldo_000974,heraldo,974,Hay un batallón de chinos dedicados exclusivamente a fusilar.,hay un batallon de chinos dedicados exclusivamente a fusilar,9
heraldo_000975,heraldo,975,"De 3,000,000 de habitantes, quedan 100,000......",de 3 000 000 de habitantes quedan 100 000,9
heraldo_000976,heraldo,976,"Saquean las ciudades y las capturan en pocos días Una decima parte del ejército rojo es bolseviki, el resto se ve obligado a pelar, pues cuando un soldado es deserto, se le da muerte a toda la familia.",saquean las ciudades y las capturan en pocos dias una decima parte del ejercito rojo es bolseviki el resto se ve obligado a pelar pues cuando un soldado es deserto se le da muerte a toda la familia,38
heraldo_000977,heraldo,977,Los bolshevikis tratan de que Europa entera entre en la revolución para no verse perdidos.,los bolshevikis tratan de que europa entera entre en la revolucion para no verse perdidos,15
heraldo_000978,heraldo,978,"Paul Marguerite de la Academia Goncourt quín de Flora, los monjes, los cenobitas, recoletos que recibían la luz creadora en el arrobo místico de la celda o del claustro, viéronse despojados de su misión de apóstoles del arte.",paul marguerite de la academia goncourt quin de flora los monjes los cenobitas recoletos que recibian la luz creadora en el arrobo mistico de la celda o del claustro vieronse despojados de su mision de apostoles del arte,38
heraldo_000979,heraldo,979,"La escuela Cluy la de Rávena, la de los Cistersianos y Franciscanos, ceden por la fuerza novadora de los humanistas, la exégesis estética á los artesanos laicos, Más tarde el mártir Savonarola, el último asceta del placido valle de la umbría, purgó el postrer arrebato de la Florencia Evangelista.",la escuela cluy la de ravena la de los cistersianos y franciscanos ceden por la fuerza novadora de los humanistas la exegesis estetica a los artesanos laicos mas tarde el martir savonarola el ultimo asceta del placido valle de la umbria purgo el postrer arrebato de la florencia evangelista,49
heraldo_000980,heraldo,980,"La Italia de Dante, emancipada de la jerarquía ortodora, por manos de los supuestos herejes, derumba la enmohecida escolástica, y la razón azuzada por la ciencia, se hace queña de la nueva religión plástica, En la Francia medioeval ocurrió un fenómeno Ha muerto el gran escritor, gran patriota, gran feminista, Nació bajo el ardiente sol de Argelia en 1850.",la italia de dante emancipada de la jerarquia ortodora por manos de los supuestos herejes derumba la enmohecida escolastica y la razon azuzada por la ciencia se hace quena de la nueva religion plastica en la francia medioeval ocurrio un fenomeno ha muerto el gran escritor gran patriota gran feminista nacio bajo el ardiente sol de argelia en 1850,59
heraldo_000981,heraldo,981,"En Pasos sobre la Arenas, ha cantado el mismo su infancia, desumbrada y llena de nostalgia.",en pasos sobre la arenas ha cantado el mismo su infancia desumbrada y llena de nostalgia,16
heraldo_000982,heraldo,982,"Su padre, que fué un héroe, el glorioso general que sucumbió en 1850, le llamaba mi pequeño sahariano.",su padre que fue un heroe el glorioso general que sucumbio en 1850 le llamaba mi pequeno sahariano,18
heraldo_000983,heraldo,983,"La claridad, el azul que penetraba por sus jóvenes pupilas, impregó su estillo de un matiz a la vez cálido y vibrante.",la claridad el azul que penetraba por sus jovenes pupilas imprego su estillo de un matiz a la vez calido y vibrante,22
heraldo_000984,heraldo,984,"En 1850, en pleno realismo, debutó con novelas de tendencias naturalista, El Coracero Blano"" 1912) Hacia el Honoro 1562) Los Cuatro, 192) Pascal efase 1902).",en 1850 en pleno realismo debuto con novelas de tendencias naturalista el coracero blano 1912 hacia el honoro 1562 los cuatro 192 pascal efase 1902,25
heraldo_000985,heraldo,985,En 1896 su hermano Victor se confundió armoniosamente con el en su producción.,en 1896 su hermano victor se confundio armoniosamente con el en su produccion,13
heraldo_000986,heraldo,986,"Doce años duró la fecunda colaboración a ella debemos: ""El Desastro Las Bravas Gentes.",doce anos duro la fecunda colaboracion a ella debemos el desastro las bravas gentes,14
heraldo_000987,heraldo,987,La Comunes y alguna otra.,la comunes y alguna otra,5
heraldo_000988,heraldo,988,"Hubo divorcio fraternamente en 1909, y Paul escribió La Llamos, Los días se alargan, y la debilidad humanos.",hubo divorcio fraternamente en 1909 y paul escribio la llamos los dias se alargan y la debilidad humanos,18
heraldo_000989,heraldo,989,"Pero una de sus obras capitales es ""La formenta"".",pero una de sus obras capitales es la formenta,9
heraldo_000990,heraldo,990,"En el teatro produjo solo, o con su hermano, Lo Imprevisto, drama rápido y atrevido, que se hizo aplandir.",en el teatro produjo solo o con su hermano lo imprevisto drama rapido y atrevido que se hizo aplandir,19
heraldo_000991,heraldo,991,As también El Corasón y la Ley.,as tambien el corason y la ley,7
heraldo_000992,heraldo,992,"Su último libro fué ""ouir que condena con verbo implacable a los Sobs de la Riviere.",su ultimo libro fue ouir que condena con verbo implacable a los sobs de la riviere,16
heraldo_000996,heraldo,996,"DULCE SUENO NOVELA DE LA CONDESA DE PARDO BAZAN Santiago Alba, Duque de Alba, es el héroe novelesco, el modelo que tomó la Condesa, para personificar la alta aspiración, el ansia generosa de nobles ideales.",dulce sueno novela de la condesa de pardo bazan santiago alba duque de alba es el heroe novelesco el modelo que tomo la condesa para personificar la alta aspiracion el ansia generosa de nobles ideales,35
heraldo_000997,heraldo,997,"Es el borador en vivo, de Agustín Almonte, el preferido de la protagonista de Dulce Dueño.",es el borador en vivo de agustin almonte el preferido de la protagonista de dulce dueno,16
heraldo_000998,heraldo,998,"En lo espiritual, impetuoso, apasionado, lleno de idealidad; pero con idealismo que se funda en realidades, y no en reveries románticos.",en lo espiritual impetuoso apasionado lleno de idealidad pero con idealismo que se funda en realidades y no en reveries romanticos,21
heraldo_000999,heraldo,999,"Español europeizado y modernísimo, admirador algo desencantado de la superioridad de los anglos sajones en lo físico, joven de buena estatura, no muy grueso, de sedosa barba, descoloridas mejillas y frente, ojos salientes, señal de elocuencia, y pelo abundante, Predomina en el carácter de la fisonomía, la inteligencia y la voluntad. recordando su cabeza a la de San Juan Bautista en un plato; la hermosa cabeza que asoma pálida, a la luz de las estrellas, por la boca de un pozo en FEDERICO SANTANDER.",espanol europeizado y modernisimo admirador algo desencantado de la superioridad de los anglos sajones en lo fisico joven de buena estatura no muy grueso de sedosa barba descoloridas mejillas y frente ojos salientes senal de elocuencia y pelo abundante predomina en el caracter de la fisonomia la inteligencia y la voluntad recordando su cabeza a la de san juan bautista en un plato la hermosa cabeza que asoma palida a la luz de las estrellas por la boca de un pozo en federico santander,84
heraldo_001000,heraldo,1000,"PENSAMIENTO FAMENTO Fué en el siglo XIII que las doctrinas racionalistas se abrieron paso en Sicilia, donde años antes se oyeron los clamores apocalipticos, de loaPara unos la Libertad y la Democracia, son conceptos trascendentales y profundos.",pensamiento famento fue en el siglo xiii que las doctrinas racionalistas se abrieron paso en sicilia donde anos antes se oyeron los clamores apocalipticos de loapara unos la libertad y la democracia son conceptos trascendentales y profundos,37
heraldo_001001,heraldo,1001,"Para otros, nombres yacios, convencionalismos, etiquetas falaces.",para otros nombres yacios convencionalismos etiquetas falaces,7
heraldo_001002,heraldo,1002,"La libertad debe servir para extender a todos las caricias y amabilidades de la vida, Por la liAyuntamiento de Madrid HERALDO DE LA MUJER. bertad deben vivir mejor los hombres: los humildes, deben ser evangélicamente ensalzados deben convertirse en campo a todos accesible, los mundos de cultura, del arte, de la belleza, del bienestar, dominio que hasta hoy fueron, bajo todos los regimenes, cotos cerrados, que una casta nobiliaria y oligarquica, aristocrática o burguesa, de estirpe o de aluvión, usufructuaba.",la libertad debe servir para extender a todos las caricias y amabilidades de la vida por la liayuntamiento de madrid heraldo de la mujer bertad deben vivir mejor los hombres los humildes deben ser evangelicamente ensalzados deben convertirse en campo a todos accesible los mundos de cultura del arte de la belleza del bienestar dominio que hasta hoy fueron bajo todos los regimenes cotos cerrados que una casta nobiliaria y oligarquica aristocratica o burguesa de estirpe o de aluvion usufructuaba,80
heraldo_001003,heraldo,1003,"El ciudadano, el hombre libre, que tiene conciencia de su libertad y la ejercita, solo puede serlo libertando el cerebro y el estómago, las dos argolas en que las cadenas de toda servidumbre se Guerra, Mr.",el ciudadano el hombre libre que tiene conciencia de su libertad y la ejercita solo puede serlo libertando el cerebro y el estomago las dos argolas en que las cadenas de toda servidumbre se guerra mr,36
heraldo_001004,heraldo,1004,"Backer, y el gobernador del Estado de hio, Mr.",backer y el gobernador del estado de hio mr,9
heraldo_001005,heraldo,1005,"Cor. (Fabra.) El Principe de Gales se hace masón Comunican de Londres que el príncipe de Gales ya a entrar en la francmasonería, La ceremonia de iniciación se ha fiado para el a de mayo.",cor fabra el principe de gales se hace mason comunican de londres que el principe de gales ya a entrar en la francmasoneria la ceremonia de iniciacion se ha fiado para el a de mayo,35
heraldo_001006,heraldo,1006,"El duque de Connanght, gran Maestro de la Masonería inglesa, asistirá a la ceremonia.",el duque de connanght gran maestro de la masoneria inglesa asistira a la ceremonia,14
heraldo_001007,heraldo,1007,"La Logia donde entrará el principe es la de Housenolt, a la cual pertenecen numerosos oficiales. (Kadio.) EN FAYOR DE LAS MUJERES RUSAS UNA PROTESTA DE LAS MARES INCLESAS El presidente del Consejo de ministros ha recibido la siguiente carta, y analoga protesta ha sido formalada hace poco por las mujeres de Francia; El Comite ejecutivo de la sociedad Unión de Madres, en representación de más de 10,000 mujeres británicas, ultrajadas y horrorizadas por las noticias de Rusia, se permite instaros a emplear vigorosamente toda vuestra influencia cerca de la Conferencia de la Paz para que se adopten inmediatamente medidas que salven a las mujeres y a las muchachas, no solamente de los sufrimientos físicos, sino de los terribles oprobios que se les infigen en algunas partes del país.",la logia donde entrara el principe es la de housenolt a la cual pertenecen numerosos oficiales kadio en fayor de las mujeres rusas una protesta de las mares inclesas el presidente del consejo de ministros ha recibido la siguiente carta y analoga protesta ha sido formalada hace poco por las mujeres de francia el comite ejecutivo de la sociedad union de madres en representacion de mas de 10 000 mujeres britanicas ultrajadas y horrorizadas por las noticias de rusia se permite instaros a emplear vigorosamente toda vuestra influencia cerca de la conferencia de la paz para que se adopten inmediatamente medidas que salven a las mujeres y a las muchachas no solamente de los sufrimientos fisicos sino de los terribles oprobios que se les infigen en algunas partes del pais,130
heraldo_001008,heraldo,1008,"En nombre de todas las esposas y madres, queremos que la Conferencia intervenga y obligue inmediatamente a los que son responsables a poner término al infame trato a que están sometidas las mujeres de Rusia? ESCASAS PROBABILIDADES DE QUE VISON SEA REELECIDO Según comunican de Londres, se cree que en las futuras elecciones presidenciales de los Estados Unidos, Wilson cuenta con pocas probabilidades de ser relegido.",en nombre de todas las esposas y madres queremos que la conferencia intervenga y obligue inmediatamente a los que son responsables a poner termino al infame trato a que estan sometidas las mujeres de rusia escasas probabilidades de que vison sea reelecido segun comunican de londres se cree que en las futuras elecciones presidenciales de los estados unidos wilson cuenta con pocas probabilidades de ser relegido,66
heraldo_001009,heraldo,1009,"Los candidatos republicanos parece que serán Taft, presidente en la etapa anterior a Wilson el general Pershing, el senador Harding y el general Woca.",los candidatos republicanos parece que seran taft presidente en la etapa anterior a wilson el general pershing el senador harding y el general woca,24
heraldo_001010,heraldo,1010,"Los candidatos demócraras serán seguramente el actual ministro de Macienda, Mo Ado, el de la (T. sin H.",los candidatos democraras seran seguramente el actual ministro de macienda mo ado el de la t sin h,18
heraldo_001011,heraldo,1011,La próxima elección presidencial de los Estados Unidos EL DOCTOR TURELL.,la proxima eleccion presidencial de los estados unidos el doctor turell,11
heraldo_001012,heraldo,1012,"En la conferencia que celebró en el Ateneo de Madrid este ilustre medico español, sobre la misión médica española en el frente francés inició la idea de elevar un monumento a la mujer aliada.",en la conferencia que celebro en el ateneo de madrid este ilustre medico espanol sobre la mision medica espanola en el frente frances inicio la idea de elevar un monumento a la mujer aliada,34
heraldo_001013,heraldo,1013,ROSALIA DE CASTRO Su lirismo melodioso y dolorido traspasó las fronteras gallegas.,rosalia de castro su lirismo melodioso y dolorido traspaso las fronteras gallegas,12
heraldo_001014,heraldo,1014,Sus producciones son dignas émulas de las de Heyne y las de Becquer.,sus producciones son dignas emulas de las de heyne y las de becquer,13
heraldo_001015,heraldo,1015,"De Actualidad partacus.—Proviene esta palabra del esclavo romano Espartaco, que en tiempos de Crocio, lucho por libertar a los esclavos: y por hacer célebre su nombre, pegó fuego al templo de Efeso el de las cien puertas.",de actualidad partacus proviene esta palabra del esclavo romano espartaco que en tiempos de crocio lucho por libertar a los esclavos y por hacer celebre su nombre pego fuego al templo de efeso el de las cien puertas,38
heraldo_001016,heraldo,1016,Hoy se le da este nombre al que lucha por romper sus cadenas.,hoy se le da este nombre al que lucha por romper sus cadenas,13
heraldo_001017,heraldo,1017,"Marimitismo o comunismo anárquico, se aplica al programa máximo de los socialistas.",marimitismo o comunismo anarquico se aplica al programa maximo de los socialistas,12
heraldo_001018,heraldo,1018,"Bolshevita, que quiere decir ""bolsa común"".",bolshevita que quiere decir bolsa comun,6
heraldo_001019,heraldo,1019,"Sove, quiere decir ""Consejo o renión de vecinos que desconocen casi del todo la autoridad.",sove quiere decir consejo o renion de vecinos que desconocen casi del todo la autoridad,15
heraldo_001020,heraldo,1020,Ayuntamiento de Madrid 12 HERALDO DE LA MUJER.,ayuntamiento de madrid 12 heraldo de la mujer,8
heraldo_001021,heraldo,1021,SECCION CIENTIFICA Por Laura de Bensac.,seccion cientifica por laura de bensac,6
heraldo_001022,heraldo,1022,El Cinematógrafo aplicado á las Ciencias Está resultando ser el Cinematógrafo un factor importantísimo en el estudio de las ciencias.,el cinematografo aplicado a las ciencias esta resultando ser el cinematografo un factor importantisimo en el estudio de las ciencias,20
heraldo_001023,heraldo,1023,"Se está tratando de constituir bandas de films unidas las unas a las otras, relativas a la historia natural, a la geografia, la industria, la astronomía, la medicina, etc.",se esta tratando de constituir bandas de films unidas las unas a las otras relativas a la historia natural a la geografia la industria la astronomia la medicina etc,29
heraldo_001024,heraldo,1024,"Esas películas desarrolladas a los ojos de un auditorio, mostrarán el proceso evolutivo de un animal, de una planta, de un astro; las fases diversas de una fabricación o de otro fenómeno cualquiera, así como las trozos escogidos, dan una idea de las obras literarias e históricas.",esas peliculas desarrolladas a los ojos de un auditorio mostraran el proceso evolutivo de un animal de una planta de un astro las fases diversas de una fabricacion o de otro fenomeno cualquiera asi como las trozos escogidos dan una idea de las obras literarias e historicas,47
heraldo_001025,heraldo,1025,Por lo pronto vemos los resulados que va obteniendo M.,por lo pronto vemos los resulados que va obteniendo m,10
heraldo_001026,heraldo,1026,"Garrigon Lagrange, fundador del Observatorio meteorológico de Limoge (Francia). aplicando el cinematógrafo a la meteorología.",garrigon lagrange fundador del observatorio meteorologico de limoge francia aplicando el cinematografo a la meteorologia,15
heraldo_001027,heraldo,1027,"Ha inventado él un aparato cinematográfico, que le permite hacer visible en el film, los movimientos del aire en las altas y bajas presiones.",ha inventado el un aparato cinematografico que le permite hacer visible en el film los movimientos del aire en las altas y bajas presiones,24
heraldo_001028,heraldo,1028,"Como es la atmósfera el sitio de los grandes movimientos circulatorios, cuyo conocimiento forma la base de la previsión del tiempo, el cree que estableciendo en cada estación meteorológica, diagramas en los cuales se condensen los resultados que se consignan en las cartas meteorológicas, estas cartas indican las curvas de igual presión barométrica, sobre vastas regiones, y aunque las curvas se reforman continamente, se ha observado que siguen ciertas lleves, y estudiando cuidadosamente todas las cartas de la región que se trata de determinar, puedne deducirse las conclusiones concernientes a la circulación atmosférica.",como es la atmosfera el sitio de los grandes movimientos circulatorios cuyo conocimiento forma la base de la prevision del tiempo el cree que estableciendo en cada estacion meteorologica diagramas en los cuales se condensen los resultados que se consignan en las cartas meteorologicas estas cartas indican las curvas de igual presion barometrica sobre vastas regiones y aunque las curvas se reforman continamente se ha observado que siguen ciertas lleves y estudiando cuidadosamente todas las cartas de la region que se trata de determinar puedne deducirse las conclusiones concernientes a la circulacion atmosferica,93
heraldo_001029,heraldo,1029,"Aunque esto ofrece grandes dificultades, este sabio francés ha logrado presentar en la Sorbona a un gran número de profesores y de sabios, sus experimentos aún no perfeccionados.",aunque esto ofrece grandes dificultades este sabio frances ha logrado presentar en la sorbona a un gran numero de profesores y de sabios sus experimentos aun no perfeccionados,28
heraldo_001030,heraldo,1030,"Ha presentado dos cartas meteorológicas, yafilmadas, una concerniente a Europa, y otra a América, en las cuales se muestran las depresiones que sufren las corrientes aéreas, siguiendo una trayectoria, al norte y sur del paralelo 60º, y así también al sur de los 30º, como si la atmósfera pareciera tener una especie de respiración debajo de esa región.",ha presentado dos cartas meteorologicas yafilmadas una concerniente a europa y otra a america en las cuales se muestran las depresiones que sufren las corrientes aereas siguiendo una trayectoria al norte y sur del paralelo 60 y asi tambien al sur de los 30 como si la atmosfera pareciera tener una especie de respiracion debajo de esa region,58
heraldo_001031,heraldo,1031,"Estos fenómenos siguen una ley de periodicidad bastante visible, y al parecer en relación con los vientos alisios.",estos fenomenos siguen una ley de periodicidad bastante visible y al parecer en relacion con los vientos alisios,18
heraldo_001032,heraldo,1032,"Es ésta una gran conquista de la ciencia, que cada día va descubriendo nuevos secretos de la naturaleza, para bien del hombre y ayuda de su progreso en la tierra.",es esta una gran conquista de la ciencia que cada dia va descubriendo nuevos secretos de la naturaleza para bien del hombre y ayuda de su progreso en la tierra,30
heraldo_001033,heraldo,1033,¿Poseerá el hombre algún día todos los admirables arcanos de esa Naturaleza que nos abisma con su grandeza y potencialidad?......,poseera el hombre algun dia todos los admirables arcanos de esa naturaleza que nos abisma con su grandeza y potencialidad,20
heraldo_001034,heraldo,1034,"Lluvia de Cenizas en los Estados Unidos El 9 de marzo de 1918 se observó una lluvia de cenizas en Ihowa, Wisconsin y Michigan, y aún hacia el este alcanzaron a Vermont, cubriendo una superficie de más de 250,009 kilómetros.",lluvia de cenizas en los estados unidos el 9 de marzo de 1918 se observo una lluvia de cenizas en ihowa wisconsin y michigan y aun hacia el este alcanzaron a vermont cubriendo una superficie de mas de 250 009 kilometros,41
heraldo_001035,heraldo,1035,Se cree que han caído cuando menos un millón de toneladas de materias orgánicas e inorgánicas.,se cree que han caido cuando menos un millon de toneladas de materias organicas e inorganicas,16
heraldo_001036,heraldo,1036,"Las partículas estaban compuestas de substancias inorgánicas, entre ellas feldespato, quarzo, ópalo, limonita, y también briznas de tejidos vegetales.",las particulas estaban compuestas de substancias inorganicas entre ellas feldespato quarzo opalo limonita y tambien briznas de tejidos vegetales,19
heraldo_001037,heraldo,1037,"Se cree que este polvo provenía de Arizona y New Mexico, donde existen grandes extensiones de rocas feldespáticas silicosas, y que por erosión fué elevado este polvo por las corrientes aéreas, y por las tempestades de esa época, trasportado hacia el noroeste, y precipitado por la nieve que había al norte de esas regiones.",se cree que este polvo provenia de arizona y new mexico donde existen grandes extensiones de rocas feldespaticas silicosas y que por erosion fue elevado este polvo por las corrientes aereas y por las tempestades de esa epoca trasportado hacia el noroeste y precipitado por la nieve que habia al norte de esas regiones,54
heraldo_001038,heraldo,1038,Este fenómeno ha prestado ayuda para determinar la dirección de algunas corrientes atmosféricas de esas localidades.,este fenomeno ha prestado ayuda para determinar la direccion de algunas corrientes atmosfericas de esas localidades,16
heraldo_001039,heraldo,1039,La Palma de Cera (Carnahuba-Corypha o Copernica cerifera) Las palmas del género Corypha son muy notables.,la palma de cera carnahuba corypha o copernica cerifera las palmas del genero corypha son muy notables,17
heraldo_001040,heraldo,1040,La Corypha taliera de Bengala tiene la particularidad que en sus hojas se puede escribir.,la corypha taliera de bengala tiene la particularidad que en sus hojas se puede escribir,15
heraldo_001041,heraldo,1041,"Talipot-Corypha umbraculifera de Ceylan es una hermosa palma cuyas hojas están dispuestas en forma de un inmenso quitasol de treinta metros Ayuntamiento de Madrid HERALDO DE LA MUJER. de circunferencia, y de su cohollo se hace pan.",talipot corypha umbraculifera de ceylan es una hermosa palma cuyas hojas estan dispuestas en forma de un inmenso quitasol de treinta metros ayuntamiento de madrid heraldo de la mujer de circunferencia y de su cohollo se hace pan,38
heraldo_001042,heraldo,1042,"En Mayagüez, en la Estación de Agricultura, hemos visto una soberbia palma de este género, que aquí se produce como en India y África.",en mayaguez en la estacion de agricultura hemos visto una soberbia palma de este genero que aqui se produce como en india y africa,24
heraldo_001043,heraldo,1043,"La Carnahuba, es una maravillosa palma del Brasil, que debla ser aclimatada en Puerto Rico por su gran utilidad, y cuya adquisición sería un manantial de riquezas para el país donde pudiera aclimatarse.",la carnahuba es una maravillosa palma del brasil que debla ser aclimatada en puerto rico por su gran utilidad y cuya adquisicion seria un manantial de riquezas para el pais donde pudiera aclimatarse,33
heraldo_001044,heraldo,1044,"Este árbol crece espontáneo en Ceara, Rio Grande del Norte, y Balisa.",este arbol crece espontaneo en ceara rio grande del norte y balisa,12
heraldo_001045,heraldo,1045,"Resiste la Sequedad más persistente, sin perder su hermoso verdor y exuberante frondosidad.",resiste la sequedad mas persistente sin perder su hermoso verdor y exuberante frondosidad,13
heraldo_001046,heraldo,1046,"Sus raíces gozan de las mismas virtudes medicinales que la zarzaparrilla, y del tronco, no solo se obtienen fibras sumamente tenaces y de sorprendente brillo, sino también excelente madera.",sus raices gozan de las mismas virtudes medicinales que la zarzaparrilla y del tronco no solo se obtienen fibras sumamente tenaces y de sorprendente brillo sino tambien excelente madera,29
heraldo_001047,heraldo,1047,"Cuando el árbol es jóven, produce alimento abundante y sano, así como también vino, vinagre, una substancia sacarina y una especie de goma parecida al sagú por su sabor y propiedades.",cuando el arbol es joven produce alimento abundante y sano asi como tambien vino vinagre una substancia sacarina y una especie de goma parecida al sagu por su sabor y propiedades,31
heraldo_001048,heraldo,1048,"Este árbol presta, durante las excesivas sequías en aquellos climas, inmensos servicios a las poblaciones de Ceara y Rio Grande del Norte.",este arbol presta durante las excesivas sequias en aquellos climas inmensos servicios a las poblaciones de ceara y rio grande del norte,22
heraldo_001049,heraldo,1049,Con su madera se construyen instrumentos de música y tubos o cañerías para las aguas.,con su madera se construyen instrumentos de musica y tubos o canerias para las aguas,15
heraldo_001050,heraldo,1050,"La pulpa de su fruta es de un gusto excelente, y la nuez que contiene, no solo es aceitosa, sino emulsiva; si se le tuesta y muele, resulta una especie de café sumamente agradable.",la pulpa de su fruta es de un gusto excelente y la nuez que contiene no solo es aceitosa sino emulsiva si se le tuesta y muele resulta una especie de cafe sumamente agradable,34
heraldo_001051,heraldo,1051,Del tronco también se extrae una harina parecida a la del maiz americano (maizena) y un líquido igual al del cocotero de Bahía.,del tronco tambien se extrae una harina parecida a la del maiz americano maizena y un liquido igual al del cocotero de bahia,23
