sentence_id,documento,orden_frase,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
femina_000827,femina,827,Domingo y decidida cooperadora en pro de nuestra empresa Srta.,domingo y decidida cooperadora en pro de nuestra empresa srta,10,0,0,0,0.0,neutra,,
femina_000828,femina,828,Leda Eduvigis Rosas.,leda eduvigis rosas,3,0,0,0,0.0,neutra,,
femina_000830,femina,830,Rosas y su compañera de estudios Srta; Flor Ma.,rosas y su companera de estudios srta flor ma,9,0,0,0,0.0,neutra,,
femina_000831,femina,831,"Piñeyro, fueron las primeras Licenciadas en Farmacia, del sexo femenino, graduadas en esta Repúplica.",pineyro fueron las primeras licenciadas en farmacia del sexo femenino graduadas en esta repuplica,14,0,0,0,0.0,neutra,,
femina_000833,femina,833,"Nos alegramos que haya mejorado de los serios quebrantos de salud que le aquejaban, el simpático Alfonso, último retoño de los esposos Don Mignel Rodríguez y Doña Alfonsina de Rodríguez, Directores de nuestro apreciado colega ""La Prensa"".",nos alegramos que haya mejorado de los serios quebrantos de salud que le aquejaban el simpatico alfonso ultimo retono de los esposos don mignel rodriguez y dona alfonsina de rodriguez directores de nuestro apreciado colega la prensa,37,1,1,0,0.0,neutra,salud,quebrantos
femina_000835,femina,835,El dia 3 del pdo.,el dia 3 del pdo,5,0,0,0,0.0,neutra,,
femina_000836,femina,836,"Setiembre rindió la jornada de la vida en la ciudad Capítal, el estimadísimo Sr.",setiembre rindio la jornada de la vida en la ciudad capital el estimadisimo sr,14,1,0,1,0.07142857142857142,positiva,vida,
femina_000837,femina,837,"Juan Espinal y Peña, esposo de ñuestra amiga Doña Teresa Peña de Espinal, Directora de la Revista ""Quisqueya"".",juan espinal y pena esposo de nuestra amiga dona teresa pena de espinal directora de la revista quisqueya,18,0,0,0,0.0,neutra,,
femina_000838,femina,838,"Era el fenecido, ciudadano pacífico, y persona muy apreciada por sus bellas prendas morales.",era el fenecido ciudadano pacifico y persona muy apreciada por sus bellas prendas morales,14,2,0,2,0.14285714285714285,positiva,bellas; pacifico,
femina_000839,femina,839,"Duerma en la paz del Sr. el amigo sincero y bueno, y reciban sus familiares nuestra condolencia.",duerma en la paz del sr el amigo sincero y bueno y reciban sus familiares nuestra condolencia,17,1,0,1,0.058823529411764705,positiva,paz,
femina_000841,femina,841,"Se ha despedido de nosotros, de viaje para New York, la distinguida Srta: Delia Dubot, inteligente cronista literaria, quien nos ha prometido enviar de vez en cuando, para ""Fémina"", impresiones recogidas en su nueva residencia.",se ha despedido de nosotros de viaje para new york la distinguida srta delia dubot inteligente cronista literaria quien nos ha prometido enviar de vez en cuando para femina impresiones recogidas en su nueva residencia,35,2,0,2,0.05714285714285714,positiva,distinguida; inteligente,
femina_000842,femina,842,Que ellas sean siempre gratas.,que ellas sean siempre gratas,5,0,0,0,0.0,neutra,,
femina_000843,femina,843,Hogar en festa.,hogar en festa,3,0,0,0,0.0,neutra,,
femina_000844,femina,844,"El dia 2 del pasado Setiembre, con motivo del primer aniversario de sus bodas celebróse una simpática fiesta en el hogar de los esposos Canino-Angelis.",el dia 2 del pasado setiembre con motivo del primer aniversario de sus bodas celebrose una simpatica fiesta en el hogar de los esposos canino angelis,26,0,0,0,0.0,neutra,,
femina_000845,femina,845,Varios amigos concurrieron a presentarle sus felicitaciones.,varios amigos concurrieron a presentarle sus felicitaciones,7,0,0,0,0.0,neutra,,
femina_000846,femina,846,"Entre derroche de fineza, hubieron brindis, recitaciones, bailes; saliendo los concurrentes de allí, muy satisfechos de las finas atenciones que recibieron de parte de los festejados.",entre derroche de fineza hubieron brindis recitaciones bailes saliendo los concurrentes de alli muy satisfechos de las finas atenciones que recibieron de parte de los festejados,26,0,0,0,0.0,neutra,,
femina_000848,femina,848,"Nos unimos al regocijo de los esposos Baez Soler-Benzo, por el nacimiento de su priner infante.",nos unimos al regocijo de los esposos baez soler benzo por el nacimiento de su priner infante,17,0,0,0,0.0,neutra,,
femina_000849,femina,849,Salisfacciones del hogar.,salisfacciones del hogar,3,0,0,0,0.0,neutra,,
femina_000850,femina,850,"Después de haber pasado una temporada en la vecina isla de Puerto Rico, donde residen los familiares de la esposa, han regresado con la preciosa carga de un lindo baby, los esposos Armando Moreaux y Teresa de Moreaux.",despues de haber pasado una temporada en la vecina isla de puerto rico donde residen los familiares de la esposa han regresado con la preciosa carga de un lindo baby los esposos armando moreaux y teresa de moreaux,38,0,0,0,0.0,neutra,,
femina_000853,femina,853,"Al presentar los nombres que le corresponden a las Dignidades Eclesiásticas de nuestro cliché de la página 3a., en nuestro número anterior sufrimos una equivocación que deploramos.",al presentar los nombres que le corresponden a las dignidades eclesiasticas de nuestro cliche de la pagina 3a en nuestro numero anterior sufrimos una equivocacion que deploramos,27,0,0,0,0.0,neutra,,
femina_000854,femina,854,"Para corregirla, bastará leerlos al contrario, o sea de derecha a izquierda.",para corregirla bastara leerlos al contrario o sea de derecha a izquierda,12,0,0,0,0.0,neutra,,
femina_000857,femina,857,El día 28 del ppdo.,el dia 28 del ppdo,5,0,0,0,0.0,neutra,,
femina_000858,femina,858,"Stbre., tras larga y penosa enfermedad, ha rendido su alma al Creador, en esta ciudad la respetable señora Doña Juana I.",stbre tras larga y penosa enfermedad ha rendido su alma al creador en esta ciudad la respetable senora dona juana i,21,1,1,0,0.0,neutra,alma,enfermedad
femina_000860,femina,860,"Escotto, miembro de la apreciable familia Escotto Isambert, a quienes presentamos nuestro sentido pésame.",escotto miembro de la apreciable familia escotto isambert a quienes presentamos nuestro sentido pesame,14,0,0,0,0.0,neutra,,
femina_000862,femina,862,"Con el fin de presentar amenidades a nuestros amables lectores, tenemos el gusto de abrir desde este número una campaña charadística.",con el fin de presentar amenidades a nuestros amables lectores tenemos el gusto de abrir desde este numero una campana charadistica,21,0,0,0,0.0,neutra,,
femina_000863,femina,863,"Obsequiaremos con novelas cortas, de buenos autores a la dama que nos honre enviándonos su solución, antes de la salida de la edición siguiente.",obsequiaremos con novelas cortas de buenos autores a la dama que nos honre enviandonos su solucion antes de la salida de la edicion siguiente,24,0,0,0,0.0,neutra,,
femina_000864,femina,864,"Si mas de una dama enviaren solución, el premio será sorteado.",si mas de una dama enviaren solucion el premio sera sorteado,11,0,0,0,0.0,neutra,,
femina_000865,femina,865,Redactor de Soto.,redactor de soto,3,0,0,0,0.0,neutra,,
femina_000866,femina,866,"Desde hace pocos dias se ha hecho cargo de la Redacción de nuestro estimado colega ""Boletín Mercantil"", nuestro amigo Sr.",desde hace pocos dias se ha hecho cargo de la redaccion de nuestro estimado colega boletin mercantil nuestro amigo sr,20,1,0,1,0.05,positiva,estimado,
femina_000867,femina,867,Moisés de Soto.,moises de soto,3,0,0,0,0.0,neutra,,
femina_000869,femina,869,"Farmacia ""Miramar"" V.",farmacia miramar v,3,0,0,0,0.0,neutra,,
femina_000870,femina,870,"Diaz Ordoñez Co., S. en C.",diaz ordonez co s en c,6,0,0,0,0.0,neutra,,
femina_000871,femina,871,"Drogas, Productos Químicos, Perfumería, Optica.",drogas productos quimicos perfumeria optica,5,0,0,0,0.0,neutra,,
femina_000872,femina,872,San Pedro de Macoris.,san pedro de macoris,4,0,0,0,0.0,neutra,,
femina_000873,femina,873,"Farmacia ""San Luis"" del Lic.",farmacia san luis del lic,5,0,0,0,0.0,neutra,,
femina_000879,femina,879,Agencia General de las preparaciones de la Sra.,agencia general de las preparaciones de la sra,8,0,0,0,0.0,neutra,,
femina_000880,femina,880,"GERVAISE GRAHAM Farmacia ""San Pedro"" y Farmacia ""San Pablo"" Completo Surtido de Medicinas frescas y a precios muy baratos Agencias de los afamados Remedios Nyal.",gervaise graham farmacia san pedro y farmacia san pablo completo surtido de medicinas frescas y a precios muy baratos agencias de los afamados remedios nyal,25,0,0,0,0.0,neutra,,
femina_000881,femina,881,San Pedro de Macorís.,san pedro de macoris,4,0,0,0,0.0,neutra,,
femina_000884,femina,884,"Dueño de la Empresa Fluvial de los Remolcadores de Gasolina ""Santomé"", ""Beler"" y ""Enriquillo"".",dueno de la empresa fluvial de los remolcadores de gasolina santome beler y enriquillo,14,0,0,0,0.0,neutra,,
femina_000885,femina,885,"Dueño del rápido vapor ""Capotillo""; de la hermosa Goleta ""Trinidad Sánchez"", movida por potente motor de gasolina y del buque de vela ""Higuemota"".",dueno del rapido vapor capotillo de la hermosa goleta trinidad sanchez movida por potente motor de gasolina y del buque de vela higuemota,23,1,0,1,0.043478260869565216,positiva,hermosa,
femina_000886,femina,886,Seguro itinerario—Honradez y prontitud en las cargas y descargas de nuestros barcos.,seguro itinerario honradez y prontitud en las cargas y descargas de nuestros barcos,13,0,0,0,0.0,neutra,,
femina_000887,femina,887,Comodidad y buen trato para los pasajeros.,comodidad y buen trato para los pasajeros,7,0,0,0,0.0,neutra,,
femina_000888,femina,888,Agencia Principal: Avenida España.,agencia principal avenida espana,4,0,0,0,0.0,neutra,,
femina_000889,femina,889,San Pedro de Macorís.,san pedro de macoris,4,0,0,0,0.0,neutra,,
femina_000890,femina,890,"VINA E REVISTA DE LITERATURA, CIENCIAS Y ARTES CONSAGRADAALA MUJER.",vina e revista de literatura ciencias y artes consagradaala mujer,10,1,0,1,0.1,positiva,ciencias,
femina_000891,femina,891,DIRECTORA ADMINISTRADORA: PETRONILA ANGELICA GOMEZ Maestra Normal.,directora administradora petronila angelica gomez maestra normal,7,0,0,0,0.0,neutra,,
femina_000892,femina,892,REDACTORES: MARIA L.,redactores maria l,3,0,0,0,0.0,neutra,,
femina_000893,femina,893,ANGELIS DE CANINO.,angelis de canino,3,0,0,0,0.0,neutra,,
femina_000895,femina,895,"GOMEZ, CONSUELO MONTALVO DE FRIAS.",gomez consuelo montalvo de frias,5,1,0,1,0.2,positiva,consuelo,
femina_000896,femina,896,"No 6 San Pedro de Macorí, Octubre 15 de 1922 Año 1 Perfeccionando el Hogar.",no 6 san pedro de macori octubre 15 de 1922 ano 1 perfeccionando el hogar,15,0,0,0,0.0,neutra,,
femina_000897,femina,897,"EANUDANDO mi labor interrumpida para dar curso á las ideas de mis compañeras de reE dacción, vuelvo á la lid, serena N la razón y fija la mirada en la E N penumbra del incierto porvenir.",eanudando mi labor interrumpida para dar curso a las ideas de mis companeras de ree daccion vuelvo a la lid serena n la razon y fija la mirada en la e n penumbra del incierto porvenir,36,3,0,3,0.08333333333333333,positiva,porvenir; razon; serena,
femina_000898,femina,898,"Prosigo infatigable por la senda tortuosa en pos de la realidad tangible del sueño dorado de mi mente, abrigando la esperanza de que mis frases no volarán en alas del cierto cruel de la indiferencia, para perderse en el vacío como inútiles recortes arrojados al azar.",prosigo infatigable por la senda tortuosa en pos de la realidad tangible del sueno dorado de mi mente abrigando la esperanza de que mis frases no volaran en alas del cierto cruel de la indiferencia para perderse en el vacio como inutiles recortes arrojados al azar,46,1,2,-1,-0.021739130434782608,negativa,esperanza,cruel; tortuosa
femina_000899,femina,899,"Os había dicho amables lectoras, que una esmerada cultura sería el camino mas breve para ascender á la cima de nuestras justas aspiraciones.",os habia dicho amables lectoras que una esmerada cultura seria el camino mas breve para ascender a la cima de nuestras justas aspiraciones,23,1,0,1,0.043478260869565216,positiva,cultura,
femina_000900,femina,900,Y en verdad que se impone en esta época floreciente en que todo evoluciona.,y en verdad que se impone en esta epoca floreciente en que todo evoluciona,14,0,0,0,0.0,neutra,,
femina_000901,femina,901,"Es el instante precioso de sondear con calma y pericia el enigmático y tormentoso oleaje político social, para extraer las preciosas perlas que han de orlar la triunfal diadema que ceñirá la frente de la mujer fuerte y heróica que sepa reconstruir el hermoso alcázar de nuestra libertad.",es el instante precioso de sondear con calma y pericia el enigmatico y tormentoso oleaje politico social para extraer las preciosas perlas que han de orlar la triunfal diadema que cenira la frente de la mujer fuerte y heroica que sepa reconstruir el hermoso alcazar de nuestra libertad,48,4,0,4,0.08333333333333333,positiva,calma; hermoso; heroica; libertad,
femina_000902,femina,902,"En el fondo del mal el bien palpita, dijo el inmortal Velarde, y vo añado: en el fondo del alma el bien se anida.",en el fondo del mal el bien palpita dijo el inmortal velarde y vo anado en el fondo del alma el bien se anida,24,3,1,2,0.08333333333333333,positiva,alma; bien,mal
femina_000903,femina,903,Armémonos de valor moral en el combate rudo entre el instinto y la razón cuando el atavismo oponga sus tupidos valladares a nuestro paso; cuando el recio vendaval de las pasiones arrastre de nuestro campo la simiente salvadora y haciendo nuevos surcos sembremos nuevamente.,armemonos de valor moral en el combate rudo entre el instinto y la razon cuando el atavismo oponga sus tupidos valladares a nuestro paso cuando el recio vendaval de las pasiones arrastre de nuestro campo la simiente salvadora y haciendo nuevos surcos sembremos nuevamente,44,2,2,0,0.0,neutra,razon; valor,pasiones; recio
femina_000904,femina,904,"Atravesemos con el Dante del infierno al purgatorio y de este á la Gloria, do encontraremos plena de fulgores la hermosa visión de nuestras santas ensoñaciones.",atravesemos con el dante del infierno al purgatorio y de este a la gloria do encontraremos plena de fulgores la hermosa vision de nuestras santas ensonaciones,26,2,0,2,0.07692307692307693,positiva,gloria; hermosa,
femina_000905,femina,905,Establezcamos nuevos métodos y fundemos institucciones que propendan al adelanto cultural y al esparcimiento del espíritu para dar comienzo al sistema educativo que habrá de emanciparnos de esta vida monástica que nos sumerge en el oscurantismo y nos conduce á la incapacidad para la vida práctica.,establezcamos nuevos metodos y fundemos institucciones que propendan al adelanto cultural y al esparcimiento del espiritu para dar comienzo al sistema educativo que habra de emanciparnos de esta vida monastica que nos sumerge en el oscurantismo y nos conduce a la incapacidad para la vida practica,46,2,0,2,0.043478260869565216,positiva,vida,
femina_000907,femina,907,"En la fértil campiña de esmeralda que festona de luminosos tintes, el sol augusto de la idea, se siente un wago rumor, algo así como el tenue aleteo de las doradas mariposas del ensueño, en los cálices que se abren al ósculo fecundante de la luz.",en la fertil campina de esmeralda que festona de luminosos tintes el sol augusto de la idea se siente un wago rumor algo asi como el tenue aleteo de las doradas mariposas del ensueno en los calices que se abren al osculo fecundante de la luz,46,1,0,1,0.021739130434782608,positiva,luz,
femina_000908,femina,908,Es el euro que despierta las pálidas rosas que dormitan en la fatídica noche de la esclavitud.,es el euro que despierta las palidas rosas que dormitan en la fatidica noche de la esclavitud,17,1,1,0,0.0,neutra,despierta,esclavitud
femina_000909,femina,909,"¡Saludad, hermosas hijas de mi patria. amada, la aurora que se avecina! ¡Tended vuestras alas hacia el punto luminoso que se vislumbra en el horizonte de Quisqueva, la indómita sultana que se tiende majestuosa sobre el zafiro inmenso del océano y bajo la interminable turquesa de su diáfano cielo!.",saludad hermosas hijas de mi patria amada la aurora que se avecina tended vuestras alas hacia el punto luminoso que se vislumbra en el horizonte de quisqueva la indomita sultana que se tiende majestuosa sobre el zafiro inmenso del oceano y bajo la interminable turquesa de su diafano cielo,49,3,0,3,0.061224489795918366,positiva,amada; hermosas; luminoso,
femina_000911,femina,911,Femina Página 2 JOSE RAMON LOPEZ.,femina pagina 2 jose ramon lopez,6,0,0,0,0.0,neutra,,
femina_000912,femina,912,"ENCIDO por la implacable guadaña de la muerte descendió hace algunos días á las regiones ignoradas del no ser, el más conspícuo y ático de los periodistas do minicanos, el ilustre polígrafo don José Ramón López.",encido por la implacable guadana de la muerte descendio hace algunos dias a las regiones ignoradas del no ser el mas conspicuo y atico de los periodistas do minicanos el ilustre poligrafo don jose ramon lopez,36,0,1,-1,-0.027777777777777776,negativa,,muerte
femina_000913,femina,913,De su pluma puede muy bien decirse: fué espada en el combate y látigo para la tiranía.,de su pluma puede muy bien decirse fue espada en el combate y latigo para la tirania,17,1,1,0,0.0,neutra,bien,tirania
femina_000914,femina,914,"La desaparición del escenario de la vida, del ilustre hombre público, era esperada por nosotros como un golpe fatal e irremediable.",la desaparicion del escenario de la vida del ilustre hombre publico era esperada por nosotros como un golpe fatal e irremediable,21,1,1,0,0.0,neutra,vida,fatal
femina_000915,femina,915,"Cruel dolencia le había postrado hacía tiempo, y haciéndose cada vez mas visible el estrago de su vigoroso organismo, cayó por fin, como el corpulento roble azotado por la tempestad.",cruel dolencia le habia postrado hacia tiempo y haciendose cada vez mas visible el estrago de su vigoroso organismo cayo por fin como el corpulento roble azotado por la tempestad,30,1,1,0,0.0,neutra,vigoroso,cruel
femina_000916,femina,916,"Como en justas literarias, los artículos necrológicos pletóricos de alabanzas al ilustre fenecido han acudido con oportunidad: pero como la mayor parte de los periodistas han silenciado inexplicablemente el bosquejo de unos rasgos biográficos, que pongan de relieve los subidos quilates de aquel varon insigne, hay como una laguna, como un vacío que debió colmarse para que resaltara como edificante ejemplo, el ansia del hombre que nunca supo sino de fecunda labor progresista, de aquel corazón siempre abierto para el bien; de aquel cerebro fuente fecunda de pensamientos nobles y grandes.",como en justas literarias los articulos necrologicos pletoricos de alabanzas al ilustre fenecido han acudido con oportunidad pero como la mayor parte de los periodistas han silenciado inexplicablemente el bosquejo de unos rasgos biograficos que pongan de relieve los subidos quilates de aquel varon insigne hay como una laguna como un vacio que debio colmarse para que resaltara como edificante ejemplo el ansia del hombre que nunca supo sino de fecunda labor progresista de aquel corazon siempre abierto para el bien de aquel cerebro fuente fecunda de pensamientos nobles y grandes,91,4,0,4,0.04395604395604396,positiva,bien; fecunda; nobles,
femina_000917,femina,917,"Eso faltó, y es lástima, para pintar una mentalidad y un virtuoso.",eso falto y es lastima para pintar una mentalidad y un virtuoso,12,1,0,1,0.08333333333333333,positiva,virtuoso,
femina_000918,femina,918,"A qué atribuir esa injustificable indiferencia? José Ramón López ha muerto en una hora en que las pasiones políticas rugen desencadenadas, fieramente desencadenadas.",a que atribuir esa injustificable indiferencia jose ramon lopez ha muerto en una hora en que las pasiones politicas rugen desencadenadas fieramente desencadenadas,23,0,2,-2,-0.08695652173913043,negativa,,muerto; pasiones
femina_000919,femina,919,"Quizás sus contrarios, en completo desacuerdo con las opiniones que él sustentó y exteriorizó virilmente, han querido debilimagnitud que brilló con luz propia, que siempre se atrajo las responsabilidades morales y materiales en sus campañas de la prensa, sin rehuir jamás las consecuencias.",quizas sus contrarios en completo desacuerdo con las opiniones que el sustento y exteriorizo virilmente han querido debilimagnitud que brillo con luz propia que siempre se atrajo las responsabilidades morales y materiales en sus campanas de la prensa sin rehuir jamas las consecuencias,43,1,0,1,0.023255813953488372,positiva,luz,
femina_000920,femina,920,"¡Oh la política dominicana! ¡Como es ella la culpable de mil errores y como debemos a ella el último, el mas grave de todos! Hagamos á un lado el interés político y repitamos con el inteligente y atildado escritor Vigil Díaz: Tu pluma escribió con sangre lo que escribió, lo que pensó tu cerebro, bueno o malo, lo garantizó tu viril, tu indiscutible valor, y esto es un signo de super-hombría.",oh la politica dominicana como es ella la culpable de mil errores y como debemos a ella el ultimo el mas grave de todos hagamos a un lado el interes politico y repitamos con el inteligente y atildado escritor vigil diaz tu pluma escribio con sangre lo que escribio lo que penso tu cerebro bueno o malo lo garantizo tu viril tu indiscutible valor y esto es un signo de super hombria,72,2,1,1,0.013888888888888888,positiva,inteligente; valor,malo
femina_000921,femina,921,"Hombre hecho de una sola pieza: valor y lealtad, que dijera el no menos ático Félix M.",hombre hecho de una sola pieza valor y lealtad que dijera el no menos atico felix m,17,1,0,1,0.058823529411764705,positiva,valor,
femina_000923,femina,923,José Ramón López fué el talento mas poderoso que ha producido Santo Domingo en estos últimos tiempos.,jose ramon lopez fue el talento mas poderoso que ha producido santo domingo en estos ultimos tiempos,17,0,0,0,0.0,neutra,,
femina_000924,femina,924,"Cuentista, novelista, polemista, educador, autor de libros didácticos, literarios. sociológicos.",cuentista novelista polemista educador autor de libros didacticos literarios sociologicos,10,0,0,0,0.0,neutra,,
femina_000925,femina,925,"De aquel cerebro vigoroso salieron: La Alimentación y la Raza, Manual de Agricultura, Geografía de las dicia Cuentos PuertoplateAntillas ños, un libro de lectura inédito, y otros que, como sazonados frutos de su esclarecido talento, lega José Ramón Lopez á lacultura de la sociedad.",de aquel cerebro vigoroso salieron la alimentacion y la raza manual de agricultura geografia de las dicia cuentos puertoplateantillas nos un libro de lectura inedito y otros que como sazonados frutos de su esclarecido talento lega jose ramon lopez a lacultura de la sociedad,44,1,0,1,0.022727272727272728,positiva,vigoroso,
femina_000926,femina,926,Ningún escritor dominicano ha escrito cosas originales en la cantidad en que las ha producido José Ramón Lopez.,ningun escritor dominicano ha escrito cosas originales en la cantidad en que las ha producido jose ramon lopez,18,0,0,0,0.0,neutra,,
femina_000927,femina,927,"Y con todo, ya que hoy la justicia no resplandece al rededor del silencio de su tumba, la historia hará las rectificaciones aquí en la tierra, mientras que el Dios de Jacob, que es el verdadero juez, se encargará de hacerlo allá en las regiones celestiales.",y con todo ya que hoy la justicia no resplandece al rededor del silencio de su tumba la historia hara las rectificaciones aqui en la tierra mientras que el dios de jacob que es el verdadero juez se encargara de hacerlo alla en las regiones celestiales,46,1,0,1,0.021739130434782608,positiva,justicia,
femina_000928,femina,928,PETRONILA ANGELICA GOMEZ.,petronila angelica gomez,3,0,0,0,0.0,neutra,,
femina_000929,femina,929,Página 3 Fémina LA SITUACION.,pagina 3 femina la situacion,5,0,0,0,0.0,neutra,,
femina_000930,femina,930,CORRECCIONES. reproducir las corecciones.,correcciones reproducir las corecciones,4,0,0,0,0.0,neutra,,
femina_000931,femina,931,"M. limitaré a decir que en los dos últimos párrafos insistía calurosamente en que debemos ensayar para obtener la Restauración de la República libre y soberana el procedimiento diplomático, ya que los demás han fracasado totalmente en las de cinco años de practicarlos intensamente. la Arabia, entre Protectorados y Mandatos, rige también algunos millones de sectarios de Mahoma.",m limitare a decir que en los dos ultimos parrafos insistia calurosamente en que debemos ensayar para obtener la restauracion de la republica libre y soberana el procedimiento diplomatico ya que los demas han fracasado totalmente en las de cinco anos de practicarlos intensamente la arabia entre protectorados y mandatos rige tambien algunos millones de sectarios de mahoma,58,1,0,1,0.017241379310344827,positiva,libre,
femina_000932,femina,932,"El tratado de paz de Trianón casi acabó con Turquía y con el Sultán que es el Papa de los mohometanos, y estos no se resignan pacificamente á que á su Soberano espiritual lo des pojer á la vez del Poder espiritual y del Poder temDON JOSE RAMON LOPEZ.",el tratado de paz de trianon casi acabo con turquia y con el sultan que es el papa de los mohometanos y estos no se resignan pacificamente a que a su soberano espiritual lo des pojer a la vez del poder espiritual y del poder temdon jose ramon lopez,49,1,0,1,0.02040816326530612,positiva,paz,
femina_000933,femina,933,"Fémina Página 4 ¿Dónde estás? Estrella, ¡te has ido al cielo? Paloma, ¿te vas de vuelo? ¿Dónde estás? Ha tiempo que no te miro: ¿te fuistes como un suspiro y para siempre jamás? Vivaracha muchachita, ¿es que Puck te ha dado cita en recóndito jardín? ¿Es que partes al llamado de algún tierno enamorado serafín? Primorosa musa mía, mensajera de alegría. dulce flor por qué ocultas el semblante a los ojos de tu amante sonador Es que tienes un palacio de diamante, de topacio. en un mágico país Es que algún genio te mandaa Bagdad, á Samarkanda á Paris O en el carro de algún mago. o en un cisne, sobre un lago, como un ramo de jamín, yas brindando tu delicia. mientras suave te acaricia un amado Lohengring Deliciosa chiquitina que en tu risa cristalina das la gama del amor: mariposa pintoresca, Yo sabía. de la corte de Oberón a llevó siempreviva siempre fresca, de perfume embriagador, que por tí la luz del día recelosa estaba y fera: que por ti sufre y se irrita la envidiosa señorita Primavera Pero dónde estás, mi vida? Si en un bosque estás perdida, ó en un negro torreón. donde el vivo amor te prende de algún genio, de algún duende si un osado caballero como un angel prisionero mi Zoraida, mi Fatima. quien te busque y te redima, STA NO.",femina pagina 4 donde estas estrella te has ido al cielo paloma te vas de vuelo donde estas ha tiempo que no te miro te fuistes como un suspiro y para siempre jamas vivaracha muchachita es que puck te ha dado cita en recondito jardin es que partes al llamado de algun tierno enamorado serafin primorosa musa mia mensajera de alegria dulce flor por que ocultas el semblante a los ojos de tu amante sonador es que tienes un palacio de diamante de topacio en un magico pais es que algun genio te mandaa bagdad a samarkanda a paris o en el carro de algun mago o en un cisne sobre un lago como un ramo de jamin yas brindando tu delicia mientras suave te acaricia un amado lohengring deliciosa chiquitina que en tu risa cristalina das la gama del amor mariposa pintoresca yo sabia de la corte de oberon a llevo siempreviva siempre fresca de perfume embriagador que por ti la luz del dia recelosa estaba y fera que por ti sufre y se irrita la envidiosa senorita primavera pero donde estas mi vida si en un bosque estas perdida o en un negro torreon donde el vivo amor te prende de algun genio de algun duende si un osado caballero como un angel prisionero mi zoraida mi fatima quien te busque y te redima sta no,228,8,2,6,0.02631578947368421,positiva,alegria; amado; amor; dulce; luz; sabia; vida,perdida; sufre
femina_000934,femina,934,"Pero mándame un miensaje con tu enano, con tu paje, con el viento, con el sol. o arromado con tu aromaque lo traiga una palomatornasol.",pero mandame un miensaje con tu enano con tu paje con el viento con el sol o arromado con tu aromaque lo traiga una palomatornasol,25,0,0,0,0.0,neutra,,
femina_000935,femina,935,Vuelves? Vienes? Estoy triste.,vuelves vienes estoy triste,4,0,1,-1,-0.25,negativa,,triste
femina_000936,femina,936,Mas crel dolor no existe que el no verte nunca más.,mas crel dolor no existe que el no verte nunca mas,11,0,1,-1,-0.09090909090909091,negativa,,dolor
femina_000937,femina,937,"Dime, perla, margarita, primorosa muchachita. donde estas? RUBEN DARIO. poral.",dime perla margarita primorosa muchachita donde estas ruben dario poral,10,0,0,0,0.0,neutra,,
femina_000938,femina,938,"El Islamismo está inquieto, alborotado y si no recibe una satisfacción, se revelará contra Inglaterra.",el islamismo esta inquieto alborotado y si no recibe una satisfaccion se revelara contra inglaterra,15,0,0,0,0.0,neutra,,
femina_000939,femina,939,"Esta lo saba, y se está preparando a evitar el conflicto o a triunfar de el En el problema dominicano no hay en favorde nosotros sino la débil presión de la opinión pública mundial, tan atemorizada ante la fuerza de los Estados Unidos, que aún no se haatrevido a entrar y a manifestarse oficialmente en los Gabinetes, Ahora es cuando comienza esa opinión a penetrar en la conciencia del pueblo estadunidense y alarmarlo haciéndole sospechar que en su nombre se ha perpetrado un atentado contra el derecho que, en lo porvenir puede hacer daho a sus intereses morales y materiales.",esta lo saba y se esta preparando a evitar el conflicto o a triunfar de el en el problema dominicano no hay en favorde nosotros sino la debil presion de la opinion publica mundial tan atemorizada ante la fuerza de los estados unidos que aun no se haatrevido a entrar y a manifestarse oficialmente en los gabinetes ahora es cuando comienza esa opinion a penetrar en la conciencia del pueblo estadunidense y alarmarlo haciendole sospechar que en su nombre se ha perpetrado un atentado contra el derecho que en lo porvenir puede hacer daho a sus intereses morales y materiales,100,2,4,-2,-0.02,negativa,porvenir; triunfar,conflicto; debil; presion; problema
femina_000940,femina,940,"De ahí que este sea el momento propicio para entrar en tratos diplomáticos, aprovechando el momento en que faquea la conciencia del poderoso que nos ha sojuzgado.",de ahi que este sea el momento propicio para entrar en tratos diplomaticos aprovechando el momento en que faquea la conciencia del poderoso que nos ha sojuzgado,27,0,0,0,0.0,neutra,,
femina_000941,femina,941,"Todavía no me da la salud para disertar largamente, y aquí me detengo fatigado, Pero excito a mis compatriotas a refexionar reposadamente hasta que queden convencidos de que este es un momento de diplomacia aprovechable y no de radicalismo sin juicio, con un sentimentalismo arrebatado.",todavia no me da la salud para disertar largamente y aqui me detengo fatigado pero excito a mis compatriotas a refexionar reposadamente hasta que queden convencidos de que este es un momento de diplomacia aprovechable y no de radicalismo sin juicio con un sentimentalismo arrebatado,45,1,0,1,0.022222222222222223,positiva,salud,
femina_000942,femina,942,JOSE RAMON LOPEZ.,jose ramon lopez,3,0,0,0,0.0,neutra,,
femina_000943,femina,943,Este fué su último artículo y su último conseio de ciudadano honrado. (De Pluma y Espada) Página 5 Fémina Sa ota.,este fue su ultimo articulo y su ultimo conseio de ciudadano honrado de pluma y espada pagina 5 femina sa ota,21,0,0,0,0.0,neutra,,
